NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_POSITIVE_REGULATION_OF_PROSTAGLANDIN_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION	212	207		
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	1522		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	503	489		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	977		Rejected!	
GOBP_KERATINIZATION	83	72		
GOBP_REGULATION_OF_MRNA_3_END_PROCESSING	22	22		
GOBP_POSITIVE_REGULATION_OF_MRNA_3_END_PROCESSING	10		Rejected!	
GOBP_REGULATION_OF_HETEROCHROMATIN_FORMATION	30	29		
GOBP_NUCLEAR_MEMBRANE_REASSEMBLY	25	24		
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	183	174		
GOBP_SUBTELOMERIC_HETEROCHROMATIN_FORMATION	7		Rejected!	
GOBP_RUFFLE_ORGANIZATION	56	56		
GOBP_ACTIN_CYTOSKELETON_REORGANIZATION	114	110		
GOBP_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING	132	131		
GOBP_MITOTIC_INTRA_S_DNA_DAMAGE_CHECKPOINT_SIGNALING	17	17		
GOBP_MEMBRANE_RAFT_ORGANIZATION	25	24		
GOBP_HEMIDESMOSOME_ASSEMBLY	6		Rejected!	
GOBP_ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY	6		Rejected!	
GOBP_REGULATION_OF_INOSITOL_1_4_5_TRISPHOSPHATE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY	5		Rejected!	
GOBP_CELL_SUBSTRATE_ADHESION	359	345		
GOBP_WYBUTOSINE_METABOLIC_PROCESS	6		Rejected!	
GOBP_REGULATION_OF_FEVER_GENERATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FEVER_GENERATION	7		Rejected!	
GOBP_RECEPTOR_INTERNALIZATION	126	121		
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_FUSION_TO_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	6		Rejected!	
GOBP_ZYMOGEN_ACTIVATION	64	63		
GOBP_PLASMINOGEN_ACTIVATION	26	26		
GOBP_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM	49	47		
GOBP_REGULATION_OF_MYELINATION	48	47		
GOBP_NEGATIVE_REGULATION_OF_MYELINATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYELINATION	19	19		
GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	150	142		
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	18	17		
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	37	35		
GOBP_REGULATION_OF_PROTEIN_STABILITY	324	312		
GOBP_PROTEIN_DESTABILIZATION	48	47		
GOBP_HEAT_GENERATION	17	16		
GOBP_REGULATION_OF_HEAT_GENERATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEAT_GENERATION	9		Rejected!	
GOBP_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	65	64		
GOBP_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	28	27		
GOBP_NEGATIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	10		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	261	252		
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT	43	41		
GOBP_PROTECTION_FROM_NON_HOMOLOGOUS_END_JOINING_AT_TELOMERE	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_PLASTICITY	9		Rejected!	
GOBP_TOR_SIGNALING	136	132		
GOBP_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	43	41		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	27	27		
GOBP_CORTICOSTEROID_RECEPTOR_SIGNALING_PATHWAY	14		Rejected!	
GOBP_RESPONSE_TO_CORTICOSTEROID	166	156		
GOBP_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	12		Rejected!	
GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	20	19		
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	11		Rejected!	
GOBP_REGULATION_OF_TOR_SIGNALING	115	111		
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING	59	56		
GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING	48	48		
GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION	22	22		
GOBP_ISG15_PROTEIN_CONJUGATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION	83	81		
GOBP_RESPONSE_TO_COBALT_ION	10		Rejected!	
GOBP_RESPONSE_TO_MAGNESIUM_ION	20	18		
GOBP_MITOCHONDRIAL_DNA_METABOLIC_PROCESS	23	23		
GOBP_CARDIOLIPIN_METABOLIC_PROCESS	16	15		
GOBP_CARDIOLIPIN_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_CILIARY_BASAL_BODY_ORGANIZATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS	7		Rejected!	
GOBP_BLEB_ASSEMBLY	11		Rejected!	
GOBP_REGULATION_OF_NUCLEASE_ACTIVITY	22	22		
GOBP_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY	10		Rejected!	
GOBP_REGULATION_OF_ENDODEOXYRIBONUCLEASE_ACTIVITY	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NUCLEASE_ACTIVITY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEASE_ACTIVITY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	96	93		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_BINDING	97	91		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING	87	84		
GOBP_RESPONSE_TO_FOOD	37	36		
GOBP_REGULATION_OF_RESPONSE_TO_FOOD	15	15		
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_FOOD	10		Rejected!	
GOBP_REGULATION_OF_APPETITE	20	19		
GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	1086		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	446	422		
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	584		Rejected!	
GOBP_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	28	28		
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	5		Rejected!	
GOBP_SEQUESTERING_OF_ZINC_ION	8		Rejected!	
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	109	104		
GOBP_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY	31	28		
GOBP_TRANSPOSITION	32	32		
GOBP_TRANSPOSITION_RNA_MEDIATED	6		Rejected!	
GOBP_TELOMERE_ORGANIZATION	187	185		
GOBP_TELOMERE_MAINTENANCE_VIA_SEMI_CONSERVATIVE_REPLICATION	9		Rejected!	
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE	104	103		
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE	35	35		
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE	70	69		
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE	20	20		
GOBP_RIBOFLAVIN_TRANSPORT	6		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC	6		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_DOPAMINERGIC	8		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	35	34		
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	15	15		
GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	108	104		
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	36	33		
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	62	61		
GOBP_ACTIVATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	15	15		
GOBP_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	6		Rejected!	
GOBP_SECRETORY_GRANULE_LOCALIZATION	12		Rejected!	
GOBP_DENSE_CORE_GRANULE_LOCALIZATION	9		Rejected!	
GOBP_METHYLATION	365	354		
GOBP_PURINE_NUCLEOTIDE_SALVAGE	11		Rejected!	
GOBP_GMP_SALVAGE	5		Rejected!	
GOBP_IMP_SALVAGE	5		Rejected!	
GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION	190	184		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	79	76		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	88	87		
GOBP_GONADOTROPIN_SECRETION	17	16		
GOBP_LUTEINIZING_HORMONE_SECRETION	10		Rejected!	
GOBP_REGULATION_OF_GONADOTROPIN_SECRETION	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GONADOTROPIN_SECRETION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GONADOTROPIN_SECRETION	7		Rejected!	
GOBP_CENTRAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE	5		Rejected!	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE	9		Rejected!	
GOBP_MYELIN_ASSEMBLY	23	20		
GOBP_CENTRAL_NERVOUS_SYSTEM_MYELIN_FORMATION	7		Rejected!	
GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM	26	24		
GOBP_REGULATION_OF_ICOSANOID_SECRETION	22	21		
GOBP_REGULATION_OF_PROSTAGLANDIN_SECRETION	14		Rejected!	
GOBP_ICOSANOID_SECRETION	48	47		
GOBP_PROSTAGLANDIN_SECRETION	18	17		
GOBP_ALANINE_TRANSPORT	19	18		
GOBP_SERINE_TRANSPORT	11		Rejected!	
GOBP_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	53	48		
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	24	20		
GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	21	18		
GOBP_REGULATION_OF_ALDOSTERONE_METABOLIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_HORMONE_METABOLIC_PROCESS	39	39		
GOBP_NEGATIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	15	15		
GOBP_NEGATIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE	18	18		
GOBP_RESPONSE_TO_ESTRADIOL	120	117		
GOBP_INTRACELLULAR_OXYGEN_HOMEOSTASIS	7		Rejected!	
GOBP_INTRACELLULAR_LIPID_TRANSPORT	51	51		
GOBP_INTRACELLULAR_STEROL_TRANSPORT	35	35		
GOBP_REGULATION_OF_LIPID_TRANSPORT	153	143		
GOBP_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT	47	43		
GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	87	83		
GOBP_REGULATION_OF_STEROL_TRANSPORT	79	73		
GOBP_NEGATIVE_REGULATION_OF_STEROL_TRANSPORT	30	27		
GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	38	35		
GOBP_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT	10		Rejected!	
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT	331	322		
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	62	60		
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	196	194		
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY	324	300		
GOBP_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	115	102		
GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	124	116		
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	89	80		
GOBP_REGULATION_OF_SODIUM_PROTON_ANTIPORTER_ACTIVITY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SODIUM_PROTON_ANTIPORTER_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	142	139		
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	38	38		
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	94	92		
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	904		Rejected!	
GOBP_ENDOCYTIC_RECYCLING	87	83		
GOBP_REGULATION_OF_CYTOKINESIS	93	89		
GOBP_NEGATIVE_REGULATION_OF_CYTOKINESIS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS	46	42		
GOBP_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS	26	26		
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_CALCIUM_ION_CONCENTRATION	8		Rejected!	
GOBP_OTOLITH_MORPHOGENESIS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	34	34		
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	62	60		
GOBP_RAB_PROTEIN_SIGNAL_TRANSDUCTION	21	21		
GOBP_REGULATION_OF_RAB_PROTEIN_SIGNAL_TRANSDUCTION	7		Rejected!	
GOBP_RAP_PROTEIN_SIGNAL_TRANSDUCTION	14		Rejected!	
GOBP_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	17	16		
GOBP_REGULATION_OF_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	8		Rejected!	
GOBP_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN	11		Rejected!	
GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN	11		Rejected!	
GOBP_RESPONSE_TO_PEPTIDOGLYCAN	13		Rejected!	
GOBP_RESPONSE_TO_MURAMYL_DIPEPTIDE	20	20		
GOBP_MULTICELLULAR_ORGANISM_REPRODUCTION	935		Rejected!	
GOBP_CYTOKINETIC_PROCESS	40	39		
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL	64	63		
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	17	17		
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	27	26		
GOBP_NEGATIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	24	24		
GOBP_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	22	21		
GOBP_SOMITE_ROSTRAL_CAUDAL_AXIS_SPECIFICATION	11		Rejected!	
GOBP_RESPONSE_TO_RETINOIC_ACID	107	98		
GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	50	49		
GOBP_MICROVILLUS_ORGANIZATION	30	30		
GOBP_REGULATION_OF_MICROVILLUS_ORGANIZATION	13		Rejected!	
GOBP_REGULATION_OF_MICROVILLUS_LENGTH	7		Rejected!	
GOBP_REGULATION_OF_MICROVILLUS_ASSEMBLY	6		Rejected!	
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE	353	343		
GOBP_REGULATION_OF_CELL_PROJECTION_SIZE	13		Rejected!	
GOBP_MITOCHONDRIAL_TRANSLATION	132	132		
GOBP_RESPONSE_TO_PROGESTERONE	40	39		
GOBP_RESPONSE_TO_VITAMIN_K	7		Rejected!	
GOBP_PROTEIN_TRANSPORT_WITHIN_LIPID_BILAYER	7		Rejected!	
GOBP_PROTEIN_TRANSPORT_INTO_MEMBRANE_RAFT	5		Rejected!	
GOBP_CHEMOKINE_PRODUCTION	99	96		
GOBP_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION	18	16		
GOBP_TYPE_I_INTERFERON_PRODUCTION	104	102		
GOBP_INTERFERON_ALPHA_PRODUCTION	29	28		
GOBP_INTERFERON_BETA_PRODUCTION	56	55		
GOBP_TYPE_II_INTERFERON_PRODUCTION	118	116		
GOBP_INTERLEUKIN_1_ALPHA_PRODUCTION	11		Rejected!	
GOBP_INTERLEUKIN_1_PRODUCTION	132	127		
GOBP_INTERLEUKIN_10_PRODUCTION	66	65		
GOBP_INTERLEUKIN_12_PRODUCTION	64	64		
GOBP_INTERLEUKIN_13_PRODUCTION	21	21		
GOBP_INTERLEUKIN_17_PRODUCTION	48	44		
GOBP_INTERLEUKIN_18_PRODUCTION	13		Rejected!	
GOBP_INTERLEUKIN_2_PRODUCTION	63	62		
GOBP_INTERLEUKIN_21_PRODUCTION	7		Rejected!	
GOBP_INTERLEUKIN_23_PRODUCTION	9		Rejected!	
GOBP_INTERLEUKIN_4_PRODUCTION	35	34		
GOBP_INTERLEUKIN_5_PRODUCTION	21	21		
GOBP_INTERLEUKIN_6_PRODUCTION	178	171		
GOBP_INTERLEUKIN_8_PRODUCTION	104	94		
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	27	26		
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION	43	43		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	54	50		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	25	25		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	19	19		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION	22	19		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_18_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	28	28		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_21_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	72	67		
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	38	32		
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	70	68		
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	23	22		
GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	38	37		
GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION	77	75		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	74	73		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	42	41		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	43	43		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION	27	26		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_18_PRODUCTION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	34	34		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_23_PRODUCTION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	27	26		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	100	98		
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	63	60		
GOBP_MAST_CELL_CYTOKINE_PRODUCTION	7		Rejected!	
GOBP_REGULATION_OF_MONOOXYGENASE_ACTIVITY	57	52		
GOBP_NEGATIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY	18	16		
GOBP_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY	32	29		
GOBP_DNA_METHYLATION_ON_CYTOSINE	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	22	22		
GOBP_POSITIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	45	45		
GOBP_BILE_ACID_SECRETION	12		Rejected!	
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	105	105		
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	22	22		
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	61	61		
GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	622		Rejected!	
GOBP_RIBOSOME_DISASSEMBLY	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY	20	20		
GOBP_LOW_DENSITY_LIPOPROTEIN_RECEPTOR_PARTICLE_METABOLIC_PROCESS	6		Rejected!	
GOBP_RECEPTOR_CATABOLIC_PROCESS	28	27		
GOBP_LACRIMAL_GLAND_DEVELOPMENT	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EPINEPHRINE_SECRETION	5		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	43	43		
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	26	26		
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_PROLIFERATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_PROLIFERATION	10		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION	8		Rejected!	
GOBP_REGULATION_OF_CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_GLOMERULUS_DEVELOPMENT	70	61		
GOBP_GLOMERULAR_BASEMENT_MEMBRANE_DEVELOPMENT	11		Rejected!	
GOBP_REGULATION_OF_CELLULAR_PH_REDUCTION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_PH_REDUCTION	5		Rejected!	
GOBP_RESPONSE_TO_INSULIN	274	266		
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	213	208		
GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	613		Rejected!	
GOBP_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	28	27		
GOBP_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS	44	42		
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS	252	243		
GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT	80	77		
GOBP_NEGATIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	23	23		
GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	49	46		
GOBP_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION	15	15		
GOBP_NEUROTROPHIN_PRODUCTION	5		Rejected!	
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	15		Rejected!	
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA2_PRODUCTION	9		Rejected!	
GOBP_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	7		Rejected!	
GOBP_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION	71	68		
GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	45	44		
GOBP_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	27	27		
